transactie_id,datum,ministerie,categorie,leverancier,begroot_bedrag,werkelijk_bedrag,betaalstatus,inkoopmethode,factuurnummer,omschrijving
TRX-001132,2026-08-23,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,SecureIT Nederland,1930.95,2060.86,Betaald,Meervoudig onderhands,INV-2026-001132,Energievoorziening
TRX-002954,2026-05-09,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,GovTech Nederland,2653.23,2953.39,Betaald,Enkelvoudig onderhands,INV-2026-002954,Hardware en werkplekken
TRX-006038,2026-02-11,Ministerie van Infrastructuur en Waterstaat,ICT,Delta Consulting,14944.69,14584.4,Betaald,Aanbesteding,INV-2026-006038,Hardware en werkplekken
TRX-002948,2026-12-01,Ministerie van Infrastructuur en Waterstaat,Huisvesting,CloudWorks BV,4274.83,2655.53,Betaald,Enkelvoudig onderhands,INV-2026-002948,Facilitaire diensten
TRX-007204,2026-11-14,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Publieke Diensten BV,1734.13,2234.74,Betaald,Raamovereenkomst,INV-2026-007204,Softwarelicenties
TRX-002053,2026-07-10,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,GovTech Nederland,3946.24,4782.43,Betaald,Raamovereenkomst,INV-2026-002053,Applicatiebeheer
TRX-006844,2026-04-12,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,Insight Partners,6697.67,6794.16,Betaald,Aanbesteding,INV-2026-006844,Juridisch advies
TRX-001327,2026-11-22,Ministerie van Financiën,Huisvesting,CloudWorks BV,492.45,498,Betaald,Enkelvoudig onderhands,INV-2026-001327,Facilitaire diensten
TRX-007167,2026-11-27,Ministerie van Infrastructuur en Waterstaat,ICT,NA,6674.96,5858.39,Betaald,Aanbesteding,INV-2026-007167,Hardware en werkplekken
TRX-003223,2026-08-13,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,CloudWorks BV,2900.98,3078.24,Betaald,Aanbesteding,INV-2026-003223,Hardware en werkplekken
TRX-000746,2026-01-25,Ministerie van Infrastructuur en Waterstaat,ICT,GovTech Nederland,1702.55,1516.24,Betaald,Raamovereenkomst,INV-2026-000746,Softwarelicenties
TRX-001402,2026-07-26,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Nationale Services,939.98,1091.79,Betaald,Raamovereenkomst,INV-2026-001402,Tijdelijke ondersteuning
TRX-003883,2026-09-30,Ministerie van Infrastructuur en Waterstaat,Personeel,Publieke Diensten BV,1981.34,1919.42,Betaald,Meervoudig onderhands,INV-2026-003883,Externe inhuur
TRX-002672,2026-05-31,Ministerie van Financiën,Personeel,Infra Solutions,22663.11,24544.23,Betaald,Enkelvoudig onderhands,INV-2026-002672,Personeelsadvies
TRX-000694,2026-02-03,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Reizen,SecureIT Nederland,5498.43,4911.05,Betaald,Aanbesteding,INV-2026-000694,Treinkosten
TRX-002411,2026-02-26,Ministerie van Infrastructuur en Waterstaat,ICT,Delta Consulting,11786.92,14143.75,Betaald,Raamovereenkomst,INV-2026-002411,Applicatiebeheer
TRX-005061,2026-01-07,Ministerie van Economische Zaken,Advies,Infra Solutions,6943.84,7268.82,Betaald,Raamovereenkomst,INV-2026-005061,Strategisch advies
TRX-004915,2026-10-29,Ministerie van Economische Zaken,Personeel,Insight Partners,6229.68,7877.4,Betaald,Aanbesteding,INV-2026-004915,Externe inhuur
TRX-000158,2026-09-18,Ministerie van Financiën,Inkoop,CloudWorks BV,10015.14,11845.9,Betaald,Aanbesteding,INV-2026-000158,Materiaalinkoop
TRX-001417,2026-07-24,Ministerie van Economische Zaken,Onderzoek,DataSoft BV,4093.08,4862.41,Betaald,Meervoudig onderhands,INV-2026-001417,Marktonderzoek
TRX-001597,2026-02-11,Ministerie van Economische Zaken,Personeel,GovTech Nederland,5328.4,3799.73,Betaald,Enkelvoudig onderhands,INV-2026-001597,Personeelsadvies
TRX-002748,2026-04-03,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,CloudWorks BV,2414.35,2615.31,Betaald,Aanbesteding,INV-2026-002748,Applicatiebeheer
TRX-004068,2026-03-22,Ministerie van Infrastructuur en Waterstaat,Personeel,Delta Consulting,1779.66,1921.96,Betaald,Raamovereenkomst,INV-2026-004068,Externe inhuur
TRX-001730,2026-12-18,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Onderzoek & Advies BV,5868.19,5402.12,Betaald,Aanbesteding,INV-2026-001730,Externe inhuur
TRX-004385,2026-12-20,Ministerie van Financiën,ICT,Delta Consulting,760.62,662.41,Betaald,Meervoudig onderhands,INV-2026-004385,Hardware en werkplekken
TRX-003312,2026-11-27,Ministerie van Economische Zaken,Huisvesting,CloudWorks BV,14130.41,19690.99,Betaald,Aanbesteding,INV-2026-003312,Kantoorhuur
TRX-006340,2026-05-05,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,GovTech Nederland,6100.33,6687.18,Betaald,Raamovereenkomst,INV-2026-006340,Procesadvies
TRX-003209,2026-07-17,Ministerie van Economische Zaken,Inkoop,GovTech Nederland,3985.42,3638.9,Betaald,Meervoudig onderhands,INV-2026-003209,Materiaalinkoop
TRX-003187,2026-04-24,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,Nationale Services,759.05,763.75,Betaald,Aanbesteding,INV-2026-003187,Strategisch advies
TRX-000854,2026-11-10,Ministerie van Economische Zaken,Inkoop,Insight Partners,4797.43,3929.82,Betaald,Meervoudig onderhands,INV-2026-000854,Algemene inkoop
TRX-001926,2026-01-13,Ministerie van Economische Zaken,Personeel,Delta Consulting,4625.93,4929.2,Betaald,Aanbesteding,INV-2026-001926,Personeelsadvies
TRX-005990,2026-03-05,Ministerie van Infrastructuur en Waterstaat,ICT,Insight Partners,5502.35,6452.14,Openstaand,Meervoudig onderhands,INV-2026-005990,Cloudhosting
TRX-001902,2026-02-20,Ministerie van Infrastructuur en Waterstaat,ICT,CloudWorks BV,3219.76,3287.85,Betaald,Enkelvoudig onderhands,INV-2026-001902,Cybersecuritydiensten
TRX-001375,2026-11-03,Ministerie van Economische Zaken,Huisvesting,Nationale Services,8579.08,10165.6,Betaald,Aanbesteding,INV-2026-001375,Kantoorhuur
TRX-001651,2026-07-08,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Nationale Services,1235.52,1132.29,Betaald,Raamovereenkomst,INV-2026-001651,Personeelsadvies
TRX-006178,2026-01-25,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Onderzoek,Onderzoek & Advies BV,11391,11672.51,Openstaand,Meervoudig onderhands,INV-2026-006178,Marktonderzoek
TRX-006504,2026-04-25,Ministerie van Economische Zaken,Onderzoek,CloudWorks BV,3046.47,2609.56,Betaald,Meervoudig onderhands,INV-2026-006504,Dataonderzoek
TRX-003465,2026-10-15,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,Nationale Services,12200.91,94903.21,Betaald,Enkelvoudig onderhands,INV-2026-005156,Procesadvies
TRX-000572,2026-08-10,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Delta Consulting,7936.39,8335.56,Betaald,Meervoudig onderhands,INV-2026-000572,Cloudhosting
TRX-004498,2026-06-10,Ministerie van Economische Zaken,Personeel,CloudWorks BV,9548.63,10104.61,Betaald,Meervoudig onderhands,INV-2026-004498,Externe inhuur
TRX-004701,2026-02-09,Ministerie van Financiën,Inkoop,SecureIT Nederland,23129.12,24562.27,Betaald,Meervoudig onderhands,INV-2026-004701,Materiaalinkoop
TRX-005607,2026-02-12,Ministerie van Economische Zaken,Personeel,Publieke Diensten BV,19618.65,20895.26,Openstaand,Meervoudig onderhands,INV-2026-005607,Tijdelijke ondersteuning
TRX-005234,2026-09-18,Ministerie van Economische Zaken,ICT,Nationale Services,3795.56,4308.88,Betaald,Aanbesteding,INV-2026-005234,Hardware en werkplekken
TRX-003370,2026-12-21,Ministerie van Infrastructuur en Waterstaat,Advies,Publieke Diensten BV,3734.6,3250.13,Openstaand,Raamovereenkomst,INV-2026-003370,Procesadvies
TRX-001664,2026-01-20,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,CloudWorks BV,3047.83,3857.71,Betaald,Raamovereenkomst,INV-2026-001664,Onderhoud gebouw
TRX-007010,2026-02-25,Ministerie van Economische Zaken,Onderzoek,Insight Partners,1094.03,1318.24,Betaald,Meervoudig onderhands,INV-2026-007010,Beleidsonderzoek
TRX-004415,2026-11-24,Ministerie van Financiën,Personeel,Delta Consulting,1882.31,1657.52,Betaald,Raamovereenkomst,INV-2026-004415,Personeelsadvies
TRX-001052,2026-02-18,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,DataSoft BV,13098.18,13910.11,Betaald,Meervoudig onderhands,INV-2026-001052,Hardware en werkplekken
TRX-007452,2026-09-26,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Reizen,Onderzoek & Advies BV,2535.49,2812.01,Betaald,Raamovereenkomst,INV-2026-007452,Treinkosten
TRX-002911,2026-10-01,Ministerie van Economische Zaken,Huisvesting,Infra Solutions,2270.16,2283.43,Betaald,Meervoudig onderhands,INV-2026-002911,Onderhoud gebouw
TRX-005947,2026-02-03,Ministerie van Infrastructuur en Waterstaat,Advies,Insight Partners,11567.27,9995.97,Geannuleerd,Aanbesteding,INV-2026-005947,Strategisch advies
TRX-004052,2026-09-18,Ministerie van Economische Zaken,Huisvesting,Nationale Services,2944.8,2828.98,Betaald,Aanbesteding,INV-2026-004052,Onderhoud gebouw
TRX-005533,2026-08-05,Ministerie van Economische Zaken,ICT,Delta Consulting,16294.16,16874.11,Openstaand,Raamovereenkomst,INV-2026-005533,Softwarelicenties
TRX-005931,2026-01-05,Ministerie van Financiën,Personeel,Infra Solutions,2242.31,1718.33,Openstaand,Meervoudig onderhands,INV-2026-005931,Externe inhuur
TRX-003632,2026-04-23,Ministerie van Economische Zaken,Huisvesting,GovTech Nederland,1830.4,1930.68,Betaald,Raamovereenkomst,INV-2026-003632,Onderhoud gebouw
TRX-007374,2026-11-13,Ministerie van Infrastructuur en Waterstaat,Personeel,SecureIT Nederland,2372.15,2633,Betaald,Enkelvoudig onderhands,INV-2026-007374,Tijdelijke ondersteuning
TRX-003272,2026-01-02,Ministerie van Economische Zaken,Huisvesting,CloudWorks BV,4960.79,5411.41,Betaald,Aanbesteding,INV-2026-003272,Energievoorziening
TRX-001691,2026-12-15,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,SecureIT Nederland,2511.56,2542.35,Openstaand,Meervoudig onderhands,INV-2026-001691,Dienstverlening
TRX-007035,2026-01-04,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Reizen,Insight Partners,931.21,1001.5,Betaald,Meervoudig onderhands,INV-2026-007035,Hotelkosten
TRX-001771,2026-05-16,Ministerie van Infrastructuur en Waterstaat,Advies,DataSoft BV,1086.64,1004.61,Betaald,Enkelvoudig onderhands,INV-2026-001771,Strategisch advies
TRX-003603,2026-03-03,Ministerie van Financiën,Onderzoek,SecureIT Nederland,8945.1,11298.71,Betaald,Raamovereenkomst,INV-2026-003603,Dataonderzoek
TRX-005468,2026-07-06,Ministerie van Infrastructuur en Waterstaat,Onderzoek,Delta Consulting,1926.22,2390.71,Betaald,Aanbesteding,INV-2026-005468,Evaluatieonderzoek
TRX-004259,2026-02-12,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,CloudWorks BV,1693.94,1935.27,Openstaand,Meervoudig onderhands,INV-2026-004259,Tijdelijke ondersteuning
TRX-002769,2026-03-16,Ministerie van Economische Zaken,Onderzoek,Onderzoek & Advies BV,18124.81,15588.21,Betaald,Enkelvoudig onderhands,INV-2026-002769,Beleidsonderzoek
TRX-000809,2026-11-10,Ministerie van Financiën,Reizen,Onderzoek & Advies BV,10530.58,10032.89,Betaald,Meervoudig onderhands,INV-2026-000809,Treinkosten
TRX-005810,2026-07-17,Ministerie van Economische Zaken,Reizen,Delta Consulting,2133.62,2118.07,Betaald,Raamovereenkomst,INV-2026-005810,Treinkosten
TRX-004146,2026-04-15,Ministerie van Infrastructuur en Waterstaat,ICT,Infra Solutions,6430.36,6792.43,Betaald,Aanbesteding,INV-2026-004146,Applicatiebeheer
TRX-005217,2026-01-22,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Delta Consulting,1495.49,1828.78,Betaald,Aanbesteding,INV-2026-005217,Cloudhosting
TRX-007351,2026-11-09,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,DataSoft BV,3111.84,2983.23,Betaald,Raamovereenkomst,INV-2026-007351,Organisatieadvies
TRX-003065,2026-09-08,Ministerie van Economische Zaken,Personeel,CloudWorks BV,6366.14,7099.04,Betaald,Aanbesteding,INV-2026-003065,Personeelsadvies
TRX-006704,2026-03-13,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,DataSoft BV,4108.79,3902.39,Betaald,Meervoudig onderhands,INV-2026-006704,Kantoorhuur
TRX-005758,2026-02-01,Ministerie van Infrastructuur en Waterstaat,Personeel,Onderzoek & Advies BV,9196.23,7620.82,Betaald,Aanbesteding,INV-2026-005758,Opleiding en training
TRX-007212,2026-12-23,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Inkoop,DataSoft BV,5712,5293.17,Betaald,Meervoudig onderhands,INV-2026-007212,Kantoorartikelen
TRX-003720,2026-06-20,Ministerie van Infrastructuur en Waterstaat,ICT,CloudWorks BV,13624.15,16130.5,Betaald,Aanbesteding,INV-2026-003720,Applicatiebeheer
TRX-002553,2026-04-16,Ministerie van Financiën,Inkoop,DataSoft BV,6124.6,7040.64,Betaald,Aanbesteding,INV-2026-002553,Dienstverlening
TRX-003570,2026-01-21,Ministerie van Infrastructuur en Waterstaat,ICT,CloudWorks BV,5312.75,4798.35,Betaald,Meervoudig onderhands,INV-2026-003570,Applicatiebeheer
TRX-006120,2026-07-31,Ministerie van Infrastructuur en Waterstaat,Personeel,CloudWorks BV,7227.55,9959.66,Betaald,Aanbesteding,INV-2026-006120,Tijdelijke ondersteuning
TRX-001177,2026-01-15,Ministerie van Economische Zaken,ICT,Infra Solutions,14419.77,16412.24,Betaald,Aanbesteding,INV-2026-001177,Cloudhosting
TRX-005173,2026-03-26,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,Insight Partners,3510.69,2805.55,Betaald,Meervoudig onderhands,INV-2026-005173,Procesadvies
TRX-004175,2026-08-05,Ministerie van Financiën,Personeel,GovTech Nederland,2864.07,3320.37,Openstaand,Meervoudig onderhands,INV-2026-004175,Tijdelijke ondersteuning
TRX-006252,2026-03-13,Ministerie van Economische Zaken,ICT,Onderzoek & Advies BV,4951.12,5238.6,Betaald,Raamovereenkomst,INV-2026-006252,Hardware en werkplekken
TRX-001428,2026-10-28,Ministerie van Economische Zaken,Personeel,Publieke Diensten BV,2019.49,2088.06,Betaald,Raamovereenkomst,INV-2026-001428,Tijdelijke ondersteuning
TRX-000395,2026-07-10,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,DataSoft BV,21733.38,21205.13,Betaald,Aanbesteding,INV-2026-000395,Kantoorhuur
TRX-004354,2026-06-02,Ministerie van Financiën,Reizen,DataSoft BV,46557.01,41867.73,Openstaand,Raamovereenkomst,INV-2026-004354,Hotelkosten
TRX-005963,2026-01-11,Ministerie van Infrastructuur en Waterstaat,ICT,Infra Solutions,2773.38,1787.7,Geannuleerd,Enkelvoudig onderhands,INV-2026-005963,Cybersecuritydiensten
TRX-000405,2026-03-28,Ministerie van Economische Zaken,Reizen,Insight Partners,3635.72,3634.38,Betaald,Meervoudig onderhands,INV-2026-000405,Dienstreis
TRX-004957,2026-11-15,Ministerie van Infrastructuur en Waterstaat,Personeel,Infra Solutions,2019.27,2176.96,Betaald,Raamovereenkomst,INV-2026-004957,Personeelsadvies
TRX-007338,2026-02-11,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,DataSoft BV,3513.31,3070.49,Openstaand,Meervoudig onderhands,INV-2026-007338,Tijdelijke ondersteuning
TRX-003503,2026-12-14,Ministerie van Infrastructuur en Waterstaat,ICT,Infra Solutions,2808,3664.11,Betaald,Aanbesteding,INV-2026-003503,Hardware en werkplekken
TRX-000822,2026-07-08,Ministerie van Infrastructuur en Waterstaat,Inkoop,CloudWorks BV,3936.06,3366.39,Betaald,Meervoudig onderhands,INV-2026-000822,Kantoorartikelen
TRX-006513,2026-12-12,Ministerie van Infrastructuur en Waterstaat,Advies,GovTech Nederland,15062.62,12631.64,Betaald,Meervoudig onderhands,INV-2026-006513,Organisatieadvies
TRX-006290,2026-05-28,Ministerie van Sociale Zaken en Werkgelegenheid,Reizen,Infra Solutions,2339.31,2282.58,Openstaand,Aanbesteding,INV-2026-006290,Internationale reis
TRX-006282,2026-11-01,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,DataSoft BV,4888.2,5978.75,Betaald,Meervoudig onderhands,INV-2026-006282,Softwarelicenties
TRX-000698,2026-12-16,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Nationale Services,4871.68,4467.18,Betaald,Meervoudig onderhands,INV-2026-000698,Externe inhuur
TRX-001558,2026-01-06,Ministerie van Infrastructuur en Waterstaat,Advies,CloudWorks BV,2649.69,2973.58,Betaald,Raamovereenkomst,INV-2026-001558,Organisatieadvies
TRX-004784,2026-12-03,Ministerie van Infrastructuur en Waterstaat,Personeel,DataSoft BV,601.06,659.51,Betaald,Aanbesteding,INV-2026-004784,Opleiding en training
TRX-003286,2026-11-26,Ministerie van Infrastructuur en Waterstaat,Advies,Publieke Diensten BV,4832.53,5325.25,Betaald,Raamovereenkomst,INV-2026-003286,Organisatieadvies
TRX-004543,2026-02-06,Ministerie van Financiën,Inkoop,Delta Consulting,48974.54,43371.88,Openstaand,Raamovereenkomst,INV-2026-004543,Kantoorartikelen
TRX-005493,2026-05-01,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Inkoop,GovTech Nederland,2164.16,2179.6,Betaald,Meervoudig onderhands,INV-2026-005493,Dienstverlening
TRX-004126,2026-08-08,Ministerie van Sociale Zaken en Werkgelegenheid,Onderzoek,GovTech Nederland,4109.36,4838.22,Betaald,Aanbesteding,INV-2026-004126,Dataonderzoek
TRX-004123,2026-03-21,Ministerie van Economische Zaken,Advies,Delta Consulting,18616.54,19299.13,Betaald,Meervoudig onderhands,INV-2026-004123,Organisatieadvies
TRX-001409,2026-04-19,Ministerie van Economische Zaken,Huisvesting,Publieke Diensten BV,2993.55,3639.72,Betaald,Enkelvoudig onderhands,INV-2026-001409,Energievoorziening
TRX-005458,2026-03-31,Ministerie van Infrastructuur en Waterstaat,Advies,SecureIT Nederland,1769.19,2105.51,Openstaand,Aanbesteding,INV-2026-005458,Organisatieadvies
TRX-002394,2026-09-29,Ministerie van Financiën,ICT,GovTech Nederland,13541.81,12070.05,Betaald,Enkelvoudig onderhands,INV-2026-002394,Applicatiebeheer
TRX-002744,2026-03-24,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Delta Consulting,4918.21,5380.82,Betaald,Enkelvoudig onderhands,INV-2026-002744,Cloudhosting
TRX-002469,2026-01-22,Ministerie van Infrastructuur en Waterstaat,Onderzoek,Publieke Diensten BV,3981.8,3888.89,Betaald,Meervoudig onderhands,INV-2026-002469,Dataonderzoek
TRX-003450,2026-06-04,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Reizen,Nationale Services,2326.61,2750.67,Betaald,Raamovereenkomst,INV-2026-003450,Internationale reis
TRX-000973,2026-04-11,Ministerie van Economische Zaken,Reizen,DataSoft BV,3546.33,3399.71,Betaald,Meervoudig onderhands,INV-2026-000973,Internationale reis
TRX-000255,2026-08-08,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,Publieke Diensten BV,14764.34,15851.84,Betaald,Meervoudig onderhands,INV-2026-000255,Onderhoud gebouw
TRX-005694,2026-11-04,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,DataSoft BV,1310.45,1300.75,Betaald,Raamovereenkomst,INV-2026-005694,Opleiding en training
TRX-005922,2026-05-23,Ministerie van Economische Zaken,Inkoop,Insight Partners,9714.63,11194.71,Betaald,Enkelvoudig onderhands,INV-2026-005922,Materiaalinkoop
TRX-005584,2026-01-29,Ministerie van Financiën,Onderzoek,Delta Consulting,16725.43,16881.72,Betaald,Enkelvoudig onderhands,INV-2026-005584,Beleidsonderzoek
TRX-006412,2026-01-04,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Insight Partners,1336.71,1429.28,Betaald,Aanbesteding,INV-2026-006412,Hardware en werkplekken
TRX-007000,2026-07-08,Ministerie van Infrastructuur en Waterstaat,Personeel,DataSoft BV,6352.91,4730.98,Betaald,Meervoudig onderhands,INV-2026-007000,Tijdelijke ondersteuning
TRX-006952,2026-02-18,Ministerie van Infrastructuur en Waterstaat,ICT,Insight Partners,1089.57,1152.29,Betaald,Meervoudig onderhands,INV-2026-006952,Cybersecuritydiensten
TRX-000772,2026-09-13,Ministerie van Financiën,NA,Delta Consulting,756.93,736.3,Betaald,Raamovereenkomst,INV-2026-000772,Evaluatieonderzoek
TRX-003324,2026-10-20,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,SecureIT Nederland,3628.68,4945.24,Betaald,Aanbesteding,INV-2026-003324,Cybersecuritydiensten
TRX-004321,2026-03-29,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Nationale Services,1133.85,1248.12,Betaald,Meervoudig onderhands,INV-2026-004321,Cybersecuritydiensten
TRX-002601,2026-09-13,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,Delta Consulting,1043.78,885.82,Betaald,Aanbesteding,INV-2026-002601,Materiaalinkoop
TRX-007166,2026-01-16,Ministerie van Infrastructuur en Waterstaat,Advies,Insight Partners,13212.81,12006.2,Betaald,Raamovereenkomst,INV-2026-007166,Procesadvies
TRX-005400,2026-03-09,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Onderzoek,Insight Partners,1072.58,1317.9,Betaald,Enkelvoudig onderhands,INV-2026-005400,Dataonderzoek
TRX-002968,2026-07-29,Ministerie van Economische Zaken,Inkoop,Delta Consulting,21321.6,-19984.84,Betaald,Meervoudig onderhands,INV-2026-002968,Materiaalinkoop
TRX-000304,2026-05-15,Ministerie van Financiën,Inkoop,Onderzoek & Advies BV,6297.41,6480,Betaald,Meervoudig onderhands,INV-2026-000304,Kantoorartikelen
TRX-007482,2026-05-16,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,GovTech Nederland,10841.45,11976.69,Betaald,Aanbesteding,INV-2026-007482,Externe inhuur
TRX-000362,2026-09-15,Ministerie van Infrastructuur en Waterstaat,Huisvesting,SecureIT Nederland,3446.92,3581.02,Betaald,Enkelvoudig onderhands,INV-2026-000362,Energievoorziening
TRX-006971,2026-10-02,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,Onderzoek & Advies BV,13685.96,16164.72,Betaald,Raamovereenkomst,INV-2026-006971,Facilitaire diensten
TRX-003306,2026-01-31,Ministerie van Economische Zaken,Inkoop,DataSoft BV,9379.55,8276.06,Openstaand,Raamovereenkomst,INV-2026-003306,Algemene inkoop
TRX-005297,2026-10-06,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,GovTech Nederland,2751.25,2991.57,Betaald,Raamovereenkomst,INV-2026-005297,Facilitaire diensten
TRX-001235,2026-09-06,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Infra Solutions,6387.74,6517.04,Betaald,Aanbesteding,INV-2026-001235,Cybersecuritydiensten
TRX-002236,2026-11-29,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,Nationale Services,1783.98,1651.48,Betaald,Enkelvoudig onderhands,INV-2026-002236,Materiaalinkoop
TRX-001676,2026-09-07,Ministerie van Economische Zaken,ICT,GovTech Nederland,6529.81,6575.14,Betaald,Enkelvoudig onderhands,INV-2026-001676,Cybersecuritydiensten
TRX-001658,2026-06-19,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,GovTech Nederland,2871.76,2325.89,Betaald,Meervoudig onderhands,INV-2026-001658,Tijdelijke ondersteuning
TRX-000003,2026-06-02,Ministerie van Economische Zaken,Reizen,GovTech Nederland,1964.59,1557.81,Betaald,Enkelvoudig onderhands,INV-2026-000003,Treinkosten
TRX-005620,2026-01-18,Ministerie van Financiën,Reizen,CloudWorks BV,1732.04,2187.2,Betaald,Enkelvoudig onderhands,INV-2026-005620,Dienstreis
TRX-000640,2026-01-27,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,CloudWorks BV,4231.02,4323.74,Openstaand,Aanbesteding,INV-2026-000640,Personeelsadvies
TRX-004351,2026-02-27,Ministerie van Economische Zaken,Personeel,Nationale Services,1678.36,2041.81,Betaald,Aanbesteding,INV-2026-004351,Tijdelijke ondersteuning
TRX-001987,2026-04-08,Ministerie van Financiën,Huisvesting,CloudWorks BV,10872.37,10962.61,Betaald,Aanbesteding,INV-2026-001987,Energievoorziening
TRX-005224,2026-08-06,Ministerie van Financiën,Onderzoek,Onderzoek & Advies BV,10164.49,7559.04,Betaald,Aanbesteding,INV-2026-005224,Dataonderzoek
TRX-001090,2026-11-19,Ministerie van Infrastructuur en Waterstaat,ICT,Onderzoek & Advies BV,1677.02,1779.56,Betaald,Raamovereenkomst,INV-2026-001090,Applicatiebeheer
TRX-005015,2026-11-24,Ministerie van Infrastructuur en Waterstaat,Personeel,CloudWorks BV,3145.18,4037.56,Betaald,Enkelvoudig onderhands,INV-2026-005015,Tijdelijke ondersteuning
TRX-002941,2026-04-19,Ministerie van Financiën,Personeel,CloudWorks BV,1924.53,2371.27,Openstaand,Aanbesteding,INV-2026-002941,Personeelsadvies
TRX-001322,2026-04-23,Ministerie van Financiën,ICT,DataSoft BV,980.39,887.06,Betaald,Raamovereenkomst,INV-2026-001322,Applicatiebeheer
TRX-006308,2026-12-15,Ministerie van Financiën,ICT,Delta Consulting,5046.53,5672.39,Betaald,Aanbesteding,INV-2026-006308,Applicatiebeheer
TRX-003207,2026-09-01,Ministerie van Infrastructuur en Waterstaat,ICT,DataSoft BV,1869.81,2394.6,Openstaand,Raamovereenkomst,INV-2026-003207,Hardware en werkplekken
TRX-005881,2026-02-11,Ministerie van Financiën,Huisvesting,Nationale Services,843.77,971.6,Betaald,Aanbesteding,INV-2026-005881,Kantoorhuur
TRX-001133,2026-10-25,Ministerie van Economische Zaken,ICT,Insight Partners,2508.84,2523.24,Betaald,Aanbesteding,INV-2026-001133,Applicatiebeheer
TRX-005916,2026-10-15,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,Nationale Services,4570.32,5016.3,Betaald,Meervoudig onderhands,INV-2026-005916,Strategisch advies
TRX-002829,2026-12-06,Ministerie van Infrastructuur en Waterstaat,Advies,GovTech Nederland,567.92,624.69,Betaald,Raamovereenkomst,INV-2026-002829,Organisatieadvies
TRX-000480,2026-09-09,Ministerie van Infrastructuur en Waterstaat,Onderzoek,Insight Partners,26188.13,27535.83,Betaald,Meervoudig onderhands,INV-2026-000480,Evaluatieonderzoek
TRX-003857,2026-08-19,Ministerie van Financiën,Onderzoek,Delta Consulting,4996,6370.29,Betaald,Enkelvoudig onderhands,INV-2026-003857,Dataonderzoek
TRX-001373,2026-09-12,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,SecureIT Nederland,1809.65,1985.56,Betaald,Aanbesteding,INV-2026-001373,Hardware en werkplekken
